title_link,titles,posted_date,hacking_type,hacking_sub_type
https://thehackernews.com/2023/10/cisco-zero-day-exploited-to-implant.html,  Cisco Zero-Day Exploited to Implant Malicious Lua Backdoor on Thousands of Devices ,21-10-2023, Zero-Day ,Vulnerability 
https://thehackernews.com/2023/10/malvertisers-using-google-ads-to-target.html,  Malvertisers Using Google Ads to Target Users Searching for Popular Software ,20-10-2023, Malvertising ,Cyber Threat
https://thehackernews.com/2023/10/vietnamese-hackers-target-uk-us-and.html,"  Vietnamese Hackers Target U.K., U.S., and India with DarkGate Malware ",20-10-2023, Malware ,Cyber Attack
https://thehackernews.com/2023/10/unleashing-power-of-internet-of-things.html,  Unleashing the Power of the Internet of Things and Cyber Security ,20-10-2023, Penetration Testing ,IoT Security
https://thehackernews.com/2023/10/exelastealer-new-low-cost-cybercrime.html,  ExelaStealer: A New Low-Cost Cybercrime Weapon Emerges ,20-10-2023, Cyber Threat ,Malware
https://thehackernews.com/2023/10/us-doj-cracks-down-on-north-korean-it_20.html,  U.S. DoJ Cracks Down on North Korean IT Scammers Defrauding Global Businesses ,20-10-2023, Online Seucrity ,Cyber Threat
https://thehackernews.com/2023/10/sophisticated-mata-framework-strikes.html,  Sophisticated MATA Framework Strikes Eastern European Oil and Gas Companies ,19-10-2023, Cyber Espionage ,Malware
https://thehackernews.com/2023/10/vulnerability-scanning-how-often-should.html,  Vulnerability Scanning: How Often Should I Scan? ,19-10-2023, Pentest ,Vulnerability
https://thehackernews.com/2023/10/google-play-protect-introduces-real.html,  Google Play Protect Introduces Real-Time Code-Level Scanning for Android Malware ,19-10-2023, Mobile Security ,Technology
https://thehackernews.com/2023/10/iran-linked-oilrig-targets-middle-east.html,  Iran-Linked OilRig Targets Middle East Governments in 8-Month Cyber Campaign ,19-10-2023, Cyber Attack ,Cyber Espionage
https://thehackernews.com/2023/10/google-tag-detects-state-backed-threat.html,  Google TAG Detects State-Backed Threat Actors Exploiting WinRAR Flaw ,19-10-2023, Cyber Threat ,Vulnerability
https://thehackernews.com/2023/10/lazarus-group-targeting-defense-experts.html,  Lazarus Group Targeting Defense Experts with Fake Interviews via Trojanized VNC Apps ,18-10-2023, Cyber Attack ,Malware
https://thehackernews.com/2023/10/critical-citrix-netscaler-flaw.html,"  Critical Citrix NetScaler Flaw Exploited to Target from Government, Tech Firms ",18-10-2023, Enterprise Security ,Vulnerability
https://thehackernews.com/2023/10/unraveling-real-life-attack-paths-key.html,  Unraveling Real-Life Attack Paths – Key Lessons Learned ,18-10-2023, Exposure Management ,Cyber Attack
https://thehackernews.com/2023/10/qubitstrike-targets-jupyter-notebooks.html,  Qubitstrike Targets Jupyter Notebooks with Crypto Mining and Rootkit Campaign ,18-10-2023, Rootkit ,Cryptocurrency
https://thehackernews.com/2023/10/tetrisphantom-cyber-espionage-via.html,  TetrisPhantom: Cyber Espionage via Secure USBs Targets APAC Governments ,18-10-2023, Cyber Espionage ,Malware
https://thehackernews.com/2023/10/new-admin-takeover-vulnerability.html,  New Admin Takeover Vulnerability Exposed in Synology's DiskStation Manager ,18-10-2023, Vulnerability ,Data Security
https://thehackernews.com/2023/10/d-link-confirms-data-breach-employee.html,  D-Link Confirms Data Breach: Employee Falls Victim to Phishing Attack ,18-10-2023, Data Breach ,Network Security
https://thehackernews.com/2023/10/discord-playground-for-nation-state.html,  Discord: A Playground for Nation-State Hackers Targeting Critical Infrastructure ,17-10-2023, Malware ,APT
https://thehackernews.com/2023/10/critical-vulnerabilities-uncovered-in.html,  Critical Vulnerabilities Uncovered in Open Source CasaOS Cloud Software ,17-10-2023, Vulnerability ,Cyber Threat
https://thehackernews.com/2023/10/webinar-locking-down-financial-and.html,  Webinar: Locking Down Financial and Accounting Data — Best Data Security Strategies ,17-10-2023, Data Security ,Infosec Webinar
https://thehackernews.com/2023/10/exploring-realm-of-malicious-generative.html,  Exploring the Realm of Malicious Generative AI: A New Digital Security Challenge ,17-10-2023, Cyber Threat ,Artificial Intelligence
https://thehackernews.com/2023/10/experts-warn-of-severe-flaws-affecting.html,  Experts Warn of Severe Flaws Affecting Milesight Routers and Titan SFTP Servers ,17-10-2023, Data Security ,Network Security
https://thehackernews.com/2023/10/cert-ua-reports-11-ukrainian-telecom.html,  CERT-UA Reports: 11 Ukrainian Telecom Providers Hit by Cyberattacks ,17-10-2023, Cyber Attack ,Malware
https://thehackernews.com/2023/10/warning-unpatched-cisco-zero-day.html,  Warning: Unpatched Cisco Zero-Day Vulnerability Actively Targeted in the Wild ,17-10-2023, Vulnerability ,Network Security
https://thehackernews.com/2023/10/pro-russian-hackers-exploiting-recent.html,  Pro-Russian Hackers Exploiting Recent WinRAR Vulnerability in New Campaign ,16-10-2023, Vulnerability ,Hacking
https://thehackernews.com/2023/10/spynote-beware-of-this-android-trojan.html,  SpyNote: Beware of This Android Trojan that Records Audio and Phone Calls ,16-10-2023, Malware ,Mobile Security
https://thehackernews.com/2023/10/the-fast-evolution-of-saas-security.html,  The Fast Evolution of SaaS Security from 2020 to 2024 (Told Through Video) ,16-10-2023, SaaS Security ,Cybersecurity
https://thehackernews.com/2023/10/signal-debunks-zero-day-vulnerability.html,"  Signal Debunks Zero-Day Vulnerability Reports, Finds No Evidence ",16-10-2023, Zero Day ,Vulnerability
https://thehackernews.com/2023/10/binances-smart-chain-exploited-in-new.html,  Binance's Smart Chain Exploited in New 'EtherHiding' Malware Campaign ,16-10-2023, Blockchain ,Malware
https://thehackernews.com/2023/10/microsoft-to-phase-out-ntlm-in-favor-of.html,  Microsoft to Phase Out NTLM in Favor of Kerberos for Stronger Authentication ,14-10-2023, Authentication ,Endpoint Security
https://thehackernews.com/2023/10/new-peapod-cyberattack-campaign.html,  New PEAPOD Cyberattack Campaign Targeting Women Political Leaders ,13-10-2023, Endpoint Security ,Cyber Attack
https://thehackernews.com/2023/10/researchers-unveil-toddycats-new-set-of.html,  Researchers Unveil ToddyCat's New Set of Tools for Data Exfiltration ,13-10-2023, APT ,Malware
https://thehackernews.com/2023/10/darkgate-malware-spreading-via.html,  DarkGate Malware Spreading via Messaging Services Posing as PDF Files ,13-10-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/10/fbi-cisa-warn-of-rising-avoslocker.html,"  FBI, CISA Warn of Rising AvosLocker Ransomware Attacks Against Critical Infrastructure ",13-10-2023, Data Security ,Malware
https://thehackernews.com/2023/10/malicious-nuget-package-targeting-net.html,  Malicious NuGet Package Targeting .NET Developers with SeroXen RAT ,12-10-2023, Software Security ,Malware
https://thehackernews.com/2023/10/how-to-guard-your-data-from-exposure-in.html,  How to Guard Your Data from Exposure in ChatGPT ,12-10-2023, Data Security ,Artificial Intelligence
https://thehackernews.com/2023/10/microsoft-defender-thwarts-akira.html,  Microsoft Defender Thwarts Large-Scale Akira Ransomware Attack ,12-10-2023, Threat Intelligence ,
https://thehackernews.com/2023/10/researchers-uncover-malware-posing-as.html,  Researchers Uncover Malware Posing as WordPress Caching Plugin ,12-10-2023, Website Security ,WordPress
https://thehackernews.com/2023/10/researchers-uncover-ongoing.html,  Researchers Uncover Ongoing Attacks Targeting Asian Governments and Telecom Giants ,12-10-2023, Cyber Attack ,Malware
https://thehackernews.com/2023/10/two-high-risk-security-flaws-discovered.html,  Two High-Risk Security Flaws Discovered in Curl Library - New Patches Released ,12-10-2023, Vulnerability ,Software Security
https://thehackernews.com/2023/10/over-17000-wordpress-sites-compromised.html,"  Over 17,000 WordPress Sites Compromised by Balada Injector in September 2023 ",11-10-2023, Website Security ,Hacking
https://thehackernews.com/2023/10/us-cybersecurity-agency-warns-of.html,  CISA Warns of Actively Exploited Adobe Acrobat Reader Vulnerability ,11-10-2023, Vulnerability ,Exploit
https://thehackernews.com/2023/10/take-offensive-approach-to-password.html,  Take an Offensive Approach to Password Security by Continuously Monitoring for Breached Passwords ,11-10-2023, Password Security ,Data Safety
https://thehackernews.com/2023/10/microsoft-releases-october-2023-patches.html,"  Microsoft Releases October 2023 Patches for 103 Flaws, Including 2 Active Exploits ",11-10-2023, Vulnerability ,Endpoint Security
https://thehackernews.com/2023/10/microsoft-warns-of-nation-state-hackers.html,  Microsoft Warns of Nation-State Hackers Exploiting Critical Atlassian Confluence Vulnerability ,11-10-2023, Cyber Attack ,Vulnerability
https://thehackernews.com/2023/10/http2-rapid-reset-zero-day.html,  HTTP/2 Rapid Reset Zero-Day Vulnerability Exploited to Launch Record DDoS Attacks ,10-10-2023, Server Security ,Vulnerability
https://thehackernews.com/2023/10/google-adopts-passkeys-as-default-sign.html,  Google Adopts Passkeys as Default Sign-in Method for All Users ,10-10-2023, Password Security ,Technology
https://thehackernews.com/2023/10/new-report-child-sexual-abuse-content.html,  New Report: Child Sexual Abuse Content and Online Risks to Children on the Rise ,10-10-2023, Cybersecurity ,Online Security
https://thehackernews.com/2023/10/researchers-uncover-grayling-apts.html,  Researchers Uncover Grayling APT's Ongoing Attack Campaign Across Industries ,10-10-2023, Cyber Attack ,Malware
https://thehackernews.com/2023/10/new-magecart-campaign-alters-404-error.html,  New Magecart Campaign Alters 404 Error Pages to Steal Shoppers' Credit Cards ,10-10-2023, Website Security ,Hacking
https://thehackernews.com/2023/10/libcue-library-flaw-opens-gnome-linux.html,  libcue Library Flaw Opens GNOME Linux Systems Vulnerable to RCE Attacks ,10-10-2023, Endpoint Security ,Vulnerability
https://thehackernews.com/2023/10/peachpit-massive-ad-fraud-botnet.html,  PEACHPIT: Massive Ad Fraud Botnet Powered by Millions of Hacked Android and iOS ,09-10-2023, Botnet ,Cyber Threat
https://thehackernews.com/2023/10/cybercriminals-using-evilproxy-phishing.html,  Cybercriminals Using EvilProxy Phishing Kit to Target Senior Executives in U.S. Firms ,09-10-2023, Credential Harvesting ,Hacking
https://thehackernews.com/2023/10/webinar-how-vcisos-can-navigating.html,  Webinar: How vCISOs Can Navigating the Complex World of AI and LLM Security ,09-10-2023, Artificial Intelligence ,CISO
https://thehackernews.com/2023/10/i-had-dream-and-generative-ai-jailbreaks.html,"  ""I Had a Dream"" and Generative AI Jailbreaks ",09-10-2023, Artificial Intelligence ,
https://thehackernews.com/2023/10/high-severity-flaws-in-connectedios.html,  High-Severity Flaws in ConnectedIO's 3G/4G Routers Raise Concerns for IoT Security ,09-10-2023, Vulnerability ,IoT Security
https://thehackernews.com/2023/10/security-patch-for-two-new-flaws-in.html,  Security Patch for Two New Flaws in Curl Library Arriving on October 11 ,09-10-2023, Software Security ,Vulnerability
https://thehackernews.com/2023/10/gaza-linked-cyber-threat-actor-targets.html,  Gaza-Linked Cyber Threat Actor Targets Israeli Energy and Defense Sectors ,09-10-2023, Cyber War ,Cyber Threat
https://thehackernews.com/2023/10/north-koreas-lazarus-group-launders-900.html,  North Korea's Lazarus Group Launders $900 Million in Cryptocurrency ,06-10-2023, Cyber Crime ,Cryptocurrency
https://thehackernews.com/2023/10/chinese-hackers-target-semiconductor.html,  Chinese Hackers Target Semiconductor Firms in East Asia with Cobalt Strike ,06-10-2023, Cyber Attack ,Malware
https://thehackernews.com/2023/10/new-os-tool-tells-you-who-has-access-to.html,  New OS Tool Tells You Who Has Access to What Data ,06-10-2023, Data Security ,Compliance
https://thehackernews.com/2023/10/githubs-secret-scanning-feature-now.html,"  GitHub's Secret Scanning Feature Now Covers AWS, Microsoft, Google, and Slack ",06-10-2023, Programming ,Software Security
https://thehackernews.com/2023/10/supermicros-bmc-firmware-found.html,  Supermicro's BMC Firmware Found Vulnerable to Multiple Critical Vulnerabilities ,06-10-2023, Server Security ,Vulnerability
https://thehackernews.com/2023/10/qakbot-threat-actors-still-in-action.html,"  QakBot Threat Actors Still in Action, Using Ransom Knight and Remcos RAT in Latest Attacks ",05-10-2023, Ransomware ,Malware
https://thehackernews.com/2023/10/cisco-releases-urgent-patch-to-fix.html,  Cisco Releases Urgent Patch to Fix Critical Flaw in Emergency Responder Systems ,05-10-2023, Network Security ,Software Patch
https://thehackernews.com/2023/10/analysis-and-config-extraction-of.html,"  Analysis and Config Extraction of Lu0Bot, a Node.js Malware with Considerable Capabilities ",05-10-2023, Malware Analysis ,Cybersecurity
https://thehackernews.com/2023/10/guyana-governmental-entity-hit-by.html,  Guyana Governmental Entity Hit by DinodasRAT in Cyber Espionage Attack ,05-10-2023, Cyber Espionage ,Cyber Threat
https://thehackernews.com/2023/10/golddigger-android-trojan-targets.html,  GoldDigger Android Trojan Targets Banking Apps in Asia Pacific Countries ,05-10-2023, Mobile Security ,crypto 
https://thehackernews.com/2023/10/cisa-warns-of-active-exploitation-of.html,  CISA Warns of Active Exploitation of JetBrains and Windows Vulnerabilities ,05-10-2023, Vulnerability ,Cyber Attack
https://thehackernews.com/2023/10/apple-rolls-out-security-patches-for.html,  Apple Rolls Out Security Patches for Actively Exploited iOS Zero-Day Flaw ,05-10-2023, Zero Day ,Vulnerability
https://thehackernews.com/2023/10/atlassian-confluence-hit-by-newly.html,  Atlassian Confluence Hit by New Actively Exploited Zero-Day – Patch Now ,05-10-2023, Zero Day ,Vulnerability
https://thehackernews.com/2023/10/researchers-link-dragonegg-android.html,  Researchers Link DragonEgg Android Spyware to LightSpy iOS Surveillanceware ,04-10-2023, Mobile Security ,Spyware
https://thehackernews.com/2023/10/wing-disrupts-market-by-introducing.html,  Wing Disrupts the Market by Introducing Affordable SaaS Security ,04-10-2023, SaaS Security ,Enterprise Security
https://thehackernews.com/2023/10/rogue-npm-package-deploys-open-source.html,  Rogue npm Package Deploys Open-Source Rootkit in New Supply Chain Attack ,04-10-2023, Supply Chain ,Malware
https://thehackernews.com/2023/10/microsoft-warns-of-cyber-attacks.html,  Microsoft Warns of Cyber Attacks Attempting to Breach Cloud via SQL Server Instance ,04-10-2023, Cloud Security ,Cyber Threat
https://thehackernews.com/2023/10/looney-tunables-new-linux-flaw-enables.html,  Looney Tunables: New Linux Flaw Enables Privilege Escalation on Major Distributions ,04-10-2023, Endpoint Security ,Vulnerability
https://thehackernews.com/2023/10/qualcomm-releases-patch-for-3-new-zero.html,  Qualcomm Releases Patch for 3 new Zero-Days Under Active Exploitation ,03-10-2023, Zero Day ,Vulnerability
https://thehackernews.com/2023/10/warning-pytorch-models-vulnerable-to.html,  Warning: PyTorch Models Vulnerable to Remote Code Execution via ShellTorch ,03-10-2023, Artificial Intelligence ,Cyber Threat
https://thehackernews.com/2023/10/over-3-dozen-data-stealing-malicious.html,  Over 3 Dozen Data-Stealing Malicious npm Packages Found Targeting Developers ,03-10-2023, Software Security ,Hacking
https://thehackernews.com/2023/10/api-security-trends-2023-have.html,  API Security Trends 2023 – Have Organizations Improved their Security Posture? ,03-10-2023, API Security ,Data Security
https://thehackernews.com/2023/10/protecting-your-it-infrastructure-with.html,  Protecting your IT infrastructure with Security Configuration Assessment (SCA) ,03-10-2023, Network Security ,XDR /SIEM
https://thehackernews.com/2023/10/researcher-reveal-new-technique-to.html,  Researcher Reveals New Techniques to Bypass Cloudflare's Firewall and DDoS Protection ,03-10-2023, Server Security ,Firewall
https://thehackernews.com/2023/10/arm-issues-patch-for-mali-gpu-kernel.html,  Arm Issues Patch for Mali GPU Kernel Driver Vulnerability Amidst Ongoing Exploitation ,03-10-2023, Cyber Attack ,Vulnerability
https://thehackernews.com/2023/10/apis-unveiling-silent-killer-of-cyber.html,  APIs: Unveiling the Silent Killer of Cyber Security Risk Across Industries ,02-10-2023, API Security ,Penetration Testing
https://thehackernews.com/2023/10/lucr-3-scattered-spider-getting-saas-y.html,  LUCR-3: Scattered Spider Getting SaaS-y in the Cloud ,02-10-2023, Cloud Security ,Threat Intelligence
https://thehackernews.com/2023/10/silent-skimmer-year-long-web-skimming.html,  Silent Skimmer: A Year-Long Web Skimming Campaign Targeting Online Payment Businesses ,02-10-2023, Webb Security ,Payment Security
https://thehackernews.com/2023/10/openrefines-zip-slip-vulnerability.html,  OpenRefine's Zip Slip Vulnerability Could Let Attackers Execute Malicious Code ,02-10-2023, Vulnerability ,Cyber Attack
https://thehackernews.com/2023/10/bunnyloader-new-malware-as-service.html,  BunnyLoader: New Malware-as-a-Service Threat Emerges in the Cybercrime Underground ,02-10-2023, Cyber Threat ,Malware
https://thehackernews.com/2023/10/zanubis-android-banking-trojan-poses-as.html,  Zanubis Android Banking Trojan Poses as Peruvian Government App to Target Users ,02-10-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/09/fbi-warns-of-rising-trend-of-dual.html,  FBI Warns of Rising Trend of Dual Ransomware Attacks Targeting U.S. Companies ,30-09-2023, Ransomware ,Cyber Threat
https://thehackernews.com/2023/09/iranian-apt-group-oilrig-using-new.html,  Iranian APT Group OilRig Using New Menorah Malware for Covert Operations ,30-09-2023, Cyber Espionage ,Malware
https://thehackernews.com/2023/09/new-critical-security-flaws-expose-exim.html,  New Critical Security Flaws Expose Exim Mail Servers to Remote Attacks ,30-09-2023, Email Security ,Hacking News
https://thehackernews.com/2023/09/cybercriminals-using-new-asmcrypt.html,  Cybercriminals Using New ASMCrypt Malware Loader to Fly Under the Radar ,29-09-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/09/lazarus-group-impersonates-recruiter.html,  Lazarus Group Impersonates Recruiter from Meta to Target Spanish Aerospace Firm ,29-09-2023, Cyber Espionage ,Malware
https://thehackernews.com/2023/09/post-quantum-cryptography-finally-real.html,  Post-Quantum Cryptography: Finally Real in Consumer Apps? ,29-09-2023, Quantum Computing ,Network Security
https://thehackernews.com/2023/09/microsofts-ai-powered-bing-chat-ads-may.html,  Microsoft's AI-Powered Bing Chat Ads May Lead Users to Malware-Distributing Sites ,29-09-2023, Artificial Intelligence ,Malware
https://thehackernews.com/2023/09/progress-software-releases-urgent.html,  Progress Software Releases Urgent Hotfixes for Multiple Security Flaws in WS_FTP Server ,29-09-2023, Server Security ,Vulnerability
https://thehackernews.com/2023/09/cisco-warns-of-vulnerability-in-ios-and.html,  Cisco Warns of Vulnerability in IOS and IOS XE Software After Exploitation Attempts ,29-09-2023, Vulnerability ,Network Security
https://thehackernews.com/2023/09/github-repositories-hit-by-password.html,  GitHub Repositories Hit by Password-Stealing Commits Disguised as Dependabot Contributions ,28-09-2023, Supply Chain ,Malware
https://thehackernews.com/2023/09/chinas-blacktech-hacking-group.html,  China's BlackTech Hacking Group Exploited Routers to Target U.S. and Japanese Companies ,28-09-2023, Cyber Espionage ,Threat Intel
https://thehackernews.com/2023/09/the-dark-side-of-browser-isolation-and.html,  The Dark Side of Browser Isolation – and the Next Generation Browser Security Technologies ,28-09-2023, Browser Security ,Cybersecurity
https://thehackernews.com/2023/09/china-linked-budworm-targeting-middle.html,  China-Linked Budworm Targeting Middle Eastern Telco and Asian Government Agencies ,28-09-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/09/update-chrome-now-google-releases-patch.html,  Update Chrome Now: Google Releases Patch for Actively Exploited Zero-Day Vulnerability ,28-09-2023, Zero Day ,Vulnerability
https://thehackernews.com/2023/09/red-cross-themed-phishing-attacks.html,  Red Cross-Themed Phishing Attacks Distributing DangerAds and AtlasAgent Backdoors ,27-09-2023, Malware ,Cyber Attack
https://thehackernews.com/2023/09/new-survey-uncovers-how-companies-are.html,  New Survey Uncovers How Companies Are Confronting Data Security Challenges Head-On ,27-09-2023, Data Security ,Cyber Attack
https://thehackernews.com/2023/09/new-zenrat-malware-targeting-windows.html,  New ZenRAT Malware Targeting Windows Users via Fake Password Manager Software ,27-09-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/09/new-libwebp-vulnerability-under-active.html,  Critical libwebp Vulnerability Under Active Exploitation - Gets Maximum CVSS Score ,27-09-2023, Zero Day ,Vulnerability
https://thehackernews.com/2023/09/microsoft-is-rolling-out-support-for.html,  Microsoft is Rolling out Support for Passkeys in Windows 11 ,26-09-2023, Endpoint Security ,Password
https://thehackernews.com/2023/09/shadowsyndicate-new-cybercrime-group.html,  ShadowSyndicate: A New Cybercrime Group Linked to 7 Ransomware Families ,26-09-2023, Cybercrime ,Malware
https://thehackernews.com/2023/09/essential-guide-to-cybersecurity.html,  Essential Guide to Cybersecurity Compliance ,26-09-2023, Compliance ,Penetration Testing
https://thehackernews.com/2023/09/xenomorph-banking-trojan-new-variant.html,  Xenomorph Banking Trojan: A New Variant Targeting 35+ U.S. Financial Institutions ,26-09-2023, Mobile Security ,Malware
https://thehackernews.com/2023/09/threat-report-high-tech-industry.html,  Threat Report: High Tech Industry targeted the most with 46% of attack traffic tagged by NLX ,26-09-2023, Cyber Threat ,DDoS Protection
https://thehackernews.com/2023/09/chinese-hackers-tag-74-targets-south.html,  Chinese Hackers TAG-74 Targets South Korean Organizations in a Multi-Year Campaign ,26-09-2023, Cyber Espionage ,Malware
https://thehackernews.com/2023/09/critical-jetbrains-teamcity-flaw-could.html,  Critical JetBrains TeamCity Flaw Could Expose Source Code and Build Pipelines to Attackers ,26-09-2023, Vulnerability ,Source Code
https://thehackernews.com/2023/09/ukrainian-military-targeted-in-phishing.html,  Ukrainian Military Targeted in Phishing Campaign Leveraging Drone Manuals ,25-09-2023, Cyber Attack ,Phishing
https://thehackernews.com/2023/09/watch-webinar-ai-vs-ai-harnessing-ai.html,  Webinar — AI vs. AI: Harnessing AI Defenses Against AI-Powered Risks ,25-09-2023, Artificial Intelligence ,Cybersecurity
https://thehackernews.com/2023/09/are-you-willing-to-pay-high-cost-of.html,  Are You Willing to Pay the High Cost of Compromised Credentials? ,25-09-2023, Password Security ,Cybersecurity
https://thehackernews.com/2023/09/from-watering-hole-to-spyware.html,"  From Watering Hole to Spyware: EvilBamboo Targets Tibetans, Uyghurs, and Taiwanese ",25-09-2023, Spyware ,Cyber Espionage
https://thehackernews.com/2023/09/new-report-uncovers-three-distinct.html,  New Report Uncovers 3 Distinct Clusters of China-Nexus Attacks on Southeast Asian Government ,25-09-2023, Malware Attack ,Cyber Threat
https://thehackernews.com/2023/09/deadglyph-new-advanced-backdoor-with.html,  Deadglyph: New Advanced Backdoor with Distinctive Malware Tactics ,23-09-2023, Cyber Espionage ,Malware
https://thehackernews.com/2023/09/latest-apple-zero-days-used-to-hack.html,  New Apple Zero-Days Exploited to Target Egyptian ex-MP with Predator Spyware ,23-09-2023, Zero Day ,Vulnerability 
https://thehackernews.com/2023/09/new-variant-of-banking-trojan-bbtok.html,  New Variant of Banking Trojan BBTok Targets Over 40 Latin American Banks ,22-09-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/09/how-to-interpret-2023-mitre-att.html,  How to Interpret the 2023 MITRE ATT&CK Evaluation Results ,22-09-2023, MITRE ATT&CK ,Cybersecurity
https://thehackernews.com/2023/09/iranian-nation-state-actor-oilrig.html,  Iranian Nation-State Actor OilRig Targets Israeli Organizations ,22-09-2023, Cyber Attack ,Malware
https://thehackernews.com/2023/09/high-severity-flaws-uncovered-in.html,  High-Severity Flaws Uncovered in Atlassian Products and ISC BIND Server ,22-09-2023, Server Security ,Vulnerability
https://thehackernews.com/2023/09/mysterious-sandman-threat-actor-targets.html,  Mysterious 'Sandman' Threat Actor Targets Telecom Providers Across Three Continents ,21-09-2023, Telecom Security ,Cyber Attack
https://thehackernews.com/2023/09/researchers-raise-red-flag-on-p2pinfect.html,  Researchers Raise Red Flag on P2PInfect Malware with 600x Activity Surge ,21-09-2023, Botnet ,Cyber Threat
https://thehackernews.com/2023/09/the-rise-of-malicious-app.html,  The Rise of the Malicious App ,21-09-2023, SaaS Security ,App Security
https://thehackernews.com/2023/09/china-accuses-us-of-decade-long-cyber.html,  China Accuses U.S. of Decade-Long Cyber Espionage Campaign Against Huawei Servers ,21-09-2023, Cyber Espionage ,Spyware
https://thehackernews.com/2023/09/cyber-group-gold-melody-selling.html,  Cyber Group 'Gold Melody' Selling Compromised Access to Ransomware Attackers ,21-09-2023, Cyber Threat ,Ransomware
https://thehackernews.com/2023/09/ukrainian-hacker-suspected-to-be-behind.html,"  Ukrainian Hacker Suspected to be Behind ""Free Download Manager"" Malware Attack ",21-09-2023, Supply Chain ,Malware
https://thehackernews.com/2023/09/beware-fake-exploit-for-winrar.html,  Beware: Fake Exploit for WinRAR Vulnerability on GitHub Infects Users with Venom RAT ,21-09-2023, Vulnerability ,Exploit
https://thehackernews.com/2023/09/finnish-authorities-dismantle-notorious.html,  Finnish Authorities Dismantle Notorious PIILOPUOTI Dark Web Drug Marketplace ,20-09-2023, Cyber Crime ,Dark Web
https://thehackernews.com/2023/09/critical-security-flaws-exposed-in.html,  Critical Security Flaws Exposed in Nagios XI Network Monitoring Software  ,20-09-2023, Network Security ,Vulnerability
https://thehackernews.com/2023/09/fresh-wave-of-malicious-npm-packages.html,  Fresh Wave of Malicious npm Packages Threaten Kubernetes Configs and SSH Keys ,20-09-2023, Kubernetes ,Supply Chain Attack
https://thehackernews.com/2023/09/sophisticated-phishing-campaign_20.html,  Sophisticated Phishing Campaign Targeting Chinese Users with ValleyRAT and Gh0st RAT ,20-09-2023, Malware Attack ,Cyber Threat
https://thehackernews.com/2023/09/signal-messenger-introduces-pqxdh.html,  Signal Messenger Introduces PQXDH Quantum-Resistant Encryption ,20-09-2023, Encryption ,Privacy
https://thehackernews.com/2023/09/gitlab-releases-urgent-security-patches.html,  GitLab Releases Urgent Security Patches for Critical Vulnerability ,20-09-2023, Vulnerability ,Software Security
https://thehackernews.com/2023/09/trend-micro-releases-urgent-fix-for.html,  Trend Micro Releases Urgent Fix for Actively Exploited Critical Security Vulnerability ,20-09-2023, Zero Day ,Vulnerability
https://thehackernews.com/2023/09/shroudedsnoopers-httpsnoop-backdoor.html,  ShroudedSnooper's HTTPSnoop Backdoor Targets Middle East Telecom Companies ,19-09-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/09/operation-rusty-flag-azerbaijan.html,  Operation Rusty Flag: Azerbaijan Targeted in New Rust-Based Malware Campaign ,19-09-2023, Cyber Attack ,Threat Intel
https://thehackernews.com/2023/09/inside-code-of-new-xworm-variant.html,  Inside XWorm: Malware Analysts Decode the Stealthy Tactics of the Latest Variant ,19-09-2023, Malware Analysis ,Cyber Threat
https://thehackernews.com/2023/09/earth-luscas-new-sprysocks-linux.html,  Earth Lusca's New SprySOCKS Linux Backdoor Targets Government Entities ,19-09-2023, Endpoint Security ,Malware
https://thehackernews.com/2023/09/live-webinar-overcoming-generative-ai.html,  Live Webinar: Overcoming Generative AI Data Leakage Risks ,19-09-2023, Artificial Intelligence ,Browser Security
https://thehackernews.com/2023/09/microsoft-ai-researchers-accidentally.html,  Microsoft AI Researchers Accidentally Expose 38 Terabytes of Confidential Data ,19-09-2023, Data Safety ,Cybersecurity
https://thehackernews.com/2023/09/over-12000-juniper-firewalls-found.html,"  Nearly 12,000 Juniper Firewalls Found Vulnerable to Recently Disclosed RCE Vulnerability ",19-09-2023, Network Security ,Exploit
https://thehackernews.com/2023/09/transparent-tribe-uses-fake-youtube.html,  Transparent Tribe Uses Fake YouTube Android Apps to Spread CapraRAT Malware ,19-09-2023, Mobile Security ,Malware
https://thehackernews.com/2023/09/new-ambersquid-cryptojacking-operation.html,  New AMBERSQUID Cryptojacking Operation Targets Uncommon AWS Services ,18-09-2023, Cloud Security ,Cryptocurrecy
https://thehackernews.com/2023/09/think-your-mfa-and-pam-solutions.html,  Think Your MFA and PAM Solutions Protect You? Think Again ,18-09-2023, Identity Threat ,Attack Surface
https://thehackernews.com/2023/09/hook-new-android-banking-trojan-that.html,  Hook: New Android Banking Trojan That Expands on ERMAC's Legacy ,18-09-2023, Mobile Security ,Banking Trojan
https://thehackernews.com/2023/09/retool-falls-victim-to-sms-based.html,  Retool Falls Victim to SMS-Based Phishing Attack Affecting 27 Cloud Clients ,18-09-2023, Cyber Attack ,Data Breach
https://thehackernews.com/2023/09/financially-motivated-unc3944-threat.html,  Financially Motivated UNC3944 Threat Actor Shifts Focus to Ransomware Attacks ,18-09-2023, Threat Intelligence ,Ransomware
