title_link,titles,posted_date,hacking_type,text_loc
https://thehackernews.com/2023/10/arm-issues-patch-for-mali-gpu-kernel.html,  Arm Issues Patch for Mali GPU Kernel Driver Vulnerability Amidst Ongoing Exploitation ," Oct 03, 2023", Cyber Attack / Vulnerability, Arm has released security patches to contain a security flaw in the Mali GPU Kernel Driver that has come under active exploitation in the wild.
https://thehackernews.com/2023/10/apis-unveiling-silent-killer-of-cyber.html,  APIs: Unveiling the Silent Killer of Cyber Security Risk Across Industries ," Oct 02, 2023", API Security / Penetration Testing," In today's interconnected digital ecosystem, Application Programming Interfaces (APIs) play a pivotal role in enabling seamless communication and data exchange between various software applications and systems. APIs act as bridges, facilitating the sharing of information and functionalities. However, as the use of APIs continues to rise, they have become an increasingly attractive target for cybercriminals and a significant cybersecurity risk across various industries. This article dives into the world of APIs, exploring why they pose substantial cybersecurity challenges and providing real-world examples of API breaches across different sectors."
https://thehackernews.com/2023/10/lucr-3-scattered-spider-getting-saas-y.html,  LUCR-3: Scattered Spider Getting SaaS-y in the Cloud ," Oct 02, 2023", Cloud Security / Threat Intelligence," LUCR-3 overlaps with groups such as Scattered Spider, Oktapus, UNC3944, and STORM-0875 and is a financially motivated attacker that leverages the Identity Provider (IDP) as initial access into an environment with the goal of stealing Intellectual Property (IP) for extortion. LUCR-3 targets Fortune 2000 companies across various sectors, including but not limited to Software, Retail, Hospitality, Manufacturing, and Telecoms."
https://thehackernews.com/2023/10/silent-skimmer-year-long-web-skimming.html,  Silent Skimmer: A Year-Long Web Skimming Campaign Targeting Online Payment Businesses ," Oct 02, 2023", Webb Security / Payment Security," A financially motivated campaign has been targeting online payment businesses in the Asia Pacific, North America, and Latin America with web skimmers for more than a year."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/10/openrefines-zip-slip-vulnerability.html,  OpenRefine's Zip Slip Vulnerability Could Let Attackers Execute Malicious Code ," Oct 02, 2023", Vulnerability / Cyber Attack, A high-severity security flaw has been disclosed in the open-source OpenRefine data cleanup and transformation tool that could result in arbitrary code execution on affected systems.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/10/bunnyloader-new-malware-as-service.html,  BunnyLoader: New Malware-as-a-Service Threat Emerges in the Cybercrime Underground ," Oct 02, 2023", Cyber Threat / Malware, Cybersecurity experts have discovered yet another malware-as-a-service ( MaaS ) threat called  BunnyLoader  that's being advertised for sale on the cybercrime underground.
https://thehackernews.com/2023/10/zanubis-android-banking-trojan-poses-as.html,  Zanubis Android Banking Trojan Poses as Peruvian Government App to Target Users ," Oct 02, 2023", Malware / Cyber Threat, An emerging Android banking trojan called  Zanubis  is now masquerading as a Peruvian government app to trick unsuspecting users into installing the malware.
https://thehackernews.com/2023/09/fbi-warns-of-rising-trend-of-dual.html,  FBI Warns of Rising Trend of Dual Ransomware Attacks Targeting U.S. Companies ," Sep 30, 2023", Ransomware / Cyber Threat," The U.S. Federal Bureau of Investigation (FBI) is warning of a new trend of dual ransomware attacks targeting the same victims, at least since July 2023."
https://thehackernews.com/2023/09/iranian-apt-group-oilrig-using-new.html,  Iranian APT Group OilRig Using New Menorah Malware for Covert Operations ," Sep 30, 2023", Cyber Espionage / Malware, Sophisticated cyber actors backed by Iran known as  OilRig  have been linked to a spear-phishing campaign that infects victims with a new strain of malware called Menorah.
https://thehackernews.com/2023/09/new-critical-security-flaws-expose-exim.html,  New Critical Security Flaws Expose Exim Mail Servers to Remote Attacks ," Sep 30, 2023", Email Security / Hacking News," Multiple security vulnerabilities have been disclosed in the  Exim mail transfer agent  that, if successfully exploited, could result in information disclosure and remote code execution."
https://thehackernews.com/2023/09/cybercriminals-using-new-asmcrypt.html,  Cybercriminals Using New ASMCrypt Malware Loader to Fly Under the Radar ," Sep 29, 2023", Malware / Cyber Threat," Threat actors are selling a new crypter and loader called  ASMCrypt , which has been described as an ""evolved version"" of another loader malware known as DoubleFinger."
https://thehackernews.com/2023/09/lazarus-group-impersonates-recruiter.html,  Lazarus Group Impersonates Recruiter from Meta to Target Spanish Aerospace Firm ," Sep 29, 2023", Cyber Espionage / Malware, The North Korea-linked   Lazarus Group   has been linked to a cyber espionage attack targeting an unnamed aerospace company in Spain in which employees of the firm were approached by the threat actor posing as a recruiter for Meta.
https://thehackernews.com/2023/09/post-quantum-cryptography-finally-real.html,  Post-Quantum Cryptography: Finally Real in Consumer Apps? ," Sep 29, 2023", Quantum Computing / Network Security," Most people are barely thinking about basic cybersecurity, let alone post-quantum cryptography. But the impact of a post-quantum world is coming for them regardless of whether or not it's keeping them up tonight. "
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/09/microsofts-ai-powered-bing-chat-ads-may.html,  Microsoft's AI-Powered Bing Chat Ads May Lead Users to Malware-Distributing Sites ," Sep 29, 2023", Artificial Intelligence / Malware, Malicious ads served inside Microsoft Bing's artificial intelligence (AI) chatbot are being used to distribute malware when searching for popular tools.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/09/progress-software-releases-urgent.html,  Progress Software Releases Urgent Hotfixes for Multiple Security Flaws in WS_FTP Server ," Sep 29, 2023", Server Security / Vulnerability," Progress Software has released hotfixes for a critical security vulnerability, alongside seven other flaws, in the WS_FTP Server Ad hoc Transfer Module and in the WS_FTP Server manager interface."
https://thehackernews.com/2023/09/cisco-warns-of-vulnerability-in-ios-and.html,  Cisco Warns of Vulnerability in IOS and IOS XE Software After Exploitation Attempts ," Sep 29, 2023", Vulnerability / Network Security, Cisco is warning of attempted exploitation of a security flaw in its IOS Software and IOS XE Software that could permit an authenticated remote attacker to achieve remote code execution on affected systems.
https://thehackernews.com/2023/09/github-repositories-hit-by-password.html,  GitHub Repositories Hit by Password-Stealing Commits Disguised as Dependabot Contributions ," Sep 28, 2023", Supply Chain / Malware, A new deceptive campaign has been observed hijacking GitHub accounts and committing malicious code disguised as Dependabot contributions with an aim to steal passwords from developers.
https://thehackernews.com/2023/09/chinas-blacktech-hacking-group.html,  China's BlackTech Hacking Group Exploited Routers to Target U.S. and Japanese Companies ," Sep 28, 2023", Cyber Espionage / Threat Intel, Cybersecurity agencies from Japan and the U.S. have warned of attacks mounted by a state-backed hacking group from China to stealthily tamper with branch routers and use them as jumping-off points to access the networks of various companies in the two countries.
https://thehackernews.com/2023/09/the-dark-side-of-browser-isolation-and.html,  The Dark Side of Browser Isolation – and the Next Generation Browser Security Technologies ," Sep 28, 2023", Browser Security / Cybersecurity," The landscape of browser security has undergone significant changes over the past decade. While Browser Isolation was once considered the gold standard for protecting against browser exploits and malware downloads, it has become increasingly inadequate and insecure in today's SaaS-centric world."
https://thehackernews.com/2023/09/china-linked-budworm-targeting-middle.html,  China-Linked Budworm Targeting Middle Eastern Telco and Asian Government Agencies ," Sep 28, 2023", Malware / Cyber Threat, Government and telecom entities have been subjected to a new wave of attacks by a China-linked threat actor tracked as  Budworm  using an updated malware toolset.
https://thehackernews.com/2023/09/update-chrome-now-google-releases-patch.html,  Update Chrome Now: Google Releases Patch for Actively Exploited Zero-Day Vulnerability ," Sep 28, 2023", Zero Day / Vulnerability, Google on Wednesday rolled out fixes to address a new actively exploited zero-day in the Chrome browser.
https://thehackernews.com/2023/09/red-cross-themed-phishing-attacks.html,  Red Cross-Themed Phishing Attacks Distributing DangerAds and AtlasAgent Backdoors ," Sep 27, 2023", Malware / Cyber Attack, A new threat actor known as  AtlasCross  has been observed leveraging Red Cross-themed phishing lures to deliver two previously undocumented backdoors named DangerAds and AtlasAgent.
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/09/researchers-uncover-new-gpu-side.html,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/09/new-survey-uncovers-how-companies-are.html,  New Survey Uncovers How Companies Are Confronting Data Security Challenges Head-On ," Sep 27, 2023", Data Security / Cyber Attack," Data security is in the headlines often, and it's almost never for a positive reason. Major breaches, new ways to hack into an organization's supposedly secure data, and other threats make the news because well, it's scary — and expensive. "
https://thehackernews.com/2023/09/new-zenrat-malware-targeting-windows.html,  New ZenRAT Malware Targeting Windows Users via Fake Password Manager Software ," Sep 27, 2023", Malware / Cyber Threat, A new malware strain called  ZenRAT  has emerged in the wild that's distributed via bogus installation packages of the Bitwarden password manager.
https://thehackernews.com/2023/09/new-libwebp-vulnerability-under-active.html,  Critical libwebp Vulnerability Under Active Exploitation - Gets Maximum CVSS Score ," Sep 27, 2023", Zero Day / Vulnerability, Google has assigned a new CVE identifier for a critical security flaw in the libwebp image library for rendering images in the  WebP format  that has come under active exploitation in the wild.
https://thehackernews.com/2023/09/microsoft-is-rolling-out-support-for.html,  Microsoft is Rolling out Support for Passkeys in Windows 11 ," Sep 26, 2023", Endpoint Security / Password, Microsoft is officially rolling out support for passkeys in Windows 11 today as part of a  major update  to the desktop operating system.
https://thehackernews.com/2023/09/shadowsyndicate-new-cybercrime-group.html,  ShadowSyndicate: A New Cybercrime Group Linked to 7 Ransomware Families ," Sep 26, 2023", Cybercrime / Malware, Cybersecurity experts have shed light on a new cybercrime group known as  ShadowSyndicate  (formerly Infra Storm) that may have leveraged as many as seven different ransomware families over the past year.
https://thehackernews.com/2023/09/essential-guide-to-cybersecurity.html,  Essential Guide to Cybersecurity Compliance ," Sep 26, 2023", Compliance / Penetration Testing," SOC 2, ISO, HIPAA, Cyber Essentials – all the security frameworks and certifications today are an acronym soup that can make even a compliance expert's head spin. If you're embarking on your compliance journey, read on to discover the differences between standards, which is best for your business, and how vulnerability management can aid compliance."
https://thehackernews.com/2023/09/xenomorph-banking-trojan-new-variant.html,  Xenomorph Banking Trojan: A New Variant Targeting 35+ U.S. Financial Institutions ," Sep 26, 2023", Mobile Security / Malware, An updated version of an  Android banking trojan  called  Xenomorph  has set its sights on more than 35 financial institutions in the U.S.
https://thehackernews.com/2023/09/threat-report-high-tech-industry.html,  Threat Report: High Tech Industry targeted the most with 46% of attack traffic tagged by NLX ," Sep 26, 2023", Cyber Threat / DDoS Protection," The Network Effect Threat Report offers insights based on unique data from   Fastly's Next-Gen WAF   from Q2 2023 (April 1, 2023 to June 30, 2023). This report looks at traffic originating from IP addresses tagged by Fastly's Network Learning Exchange (NLX), our collective threat intelligence feed that anonymously shares attack source IP addresses across all Next-Gen WAF customer networks."
https://thehackernews.com/2023/09/chinese-hackers-tag-74-targets-south.html,  Chinese Hackers TAG-74 Targets South Korean Organizations in a Multi-Year Campaign ," Sep 26, 2023", Cyber Espionage / Malware," A ""multi-year"" Chinese state-sponsored cyber espionage campaign has been observed targeting South Korean academic, political, and government organizations."
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/09/critical-jetbrains-teamcity-flaw-could.html,  Critical JetBrains TeamCity Flaw Could Expose Source Code and Build Pipelines to Attackers ," Sep 26, 2023", Vulnerability / Source Code, A critical security vulnerability in the JetBrains TeamCity continuous integration and continuous deployment (CI/CD) software could be exploited by unauthenticated attackers to achieve remote code execution on affected systems.
https://thehackernews.com/2023/09/ukrainian-military-targeted-in-phishing.html,  Ukrainian Military Targeted in Phishing Campaign Leveraging Drone Manuals ," Sep 25, 2023", Cyber Attack / Phishing, Ukrainian military entities are the target of a phishing campaign that leverages drone manuals as lures to deliver a Go-based open-source post-exploitation toolkit called Merlin.
https://thehackernews.com/2023/09/watch-webinar-ai-vs-ai-harnessing-ai.html,  Webinar — AI vs. AI: Harnessing AI Defenses Against AI-Powered Risks ," Sep 25, 2023", Artificial Intelligence / Cybersecurity," Generative AI is a double-edged sword, if there ever was one. There is broad agreement that tools like ChatGPT are unleashing waves of productivity across the business, from IT, to customer experience, to engineering. That's on the one hand. "
https://thehackernews.com/2023/09/are-you-willing-to-pay-high-cost-of.html,  Are You Willing to Pay the High Cost of Compromised Credentials? ," Sep 25, 2023", Password Security / Cybersecurity," Weak password policies leave organizations vulnerable to attacks. But are the standard password complexity requirements enough to secure them?  83% of compromised passwords  would satisfy the password complexity and length requirements of compliance standards. That's because bad actors already have access to billions of stolen credentials that can be used to compromise additional accounts by reusing those same credentials. To strengthen password security, organizations need to look beyond complexity requirements and block the use of compromised credentials."
https://thehackernews.com/2023/09/from-watering-hole-to-spyware.html,"  From Watering Hole to Spyware: EvilBamboo Targets Tibetans, Uyghurs, and Taiwanese "," Sep 25, 2023", Spyware / Cyber Espionage," Tibetan, Uyghur, and Taiwanese individuals and organizations are the targets of a persistent campaign orchestrated by a threat actor codenamed  EvilBamboo  to gather sensitive information."
https://thehackernews.com/2023/09/new-report-uncovers-three-distinct.html,  New Report Uncovers 3 Distinct Clusters of China-Nexus Attacks on Southeast Asian Government ," Sep 25, 2023", Malware Attack / Cyber Threat, An unnamed Southeast Asian government has been targeted by multiple China-nexus threat actors as part of espionage campaigns targeting the region over extended periods of time.
https://thehackernews.com/2023/09/deadglyph-new-advanced-backdoor-with.html,  Deadglyph: New Advanced Backdoor with Distinctive Malware Tactics ," Sep 23, 2023", Cyber Espionage / Malware, Cybersecurity researchers have discovered a previously undocumented advanced backdoor dubbed  Deadglyph  employed by a threat actor known as Stealth Falcon as part of a cyber espionage campaign.
https://thehackernews.com/2023/09/latest-apple-zero-days-used-to-hack.html,  New Apple Zero-Days Exploited to Target Egyptian ex-MP with Predator Spyware ," Sep 23, 2023", Zero Day / Vulnerability ," The  three zero-day flaws  addressed by Apple on September 21, 2023, were leveraged as part of an iPhone exploit chain in an attempt to deliver a spyware strain called  Predator  targeting former Egyptian member of parliament Ahmed Eltantawy between May and September 2023."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/09/new-variant-of-banking-trojan-bbtok.html,  New Variant of Banking Trojan BBTok Targets Over 40 Latin American Banks ," Sep 22, 2023", Malware / Cyber Threat," An active malware campaign targeting Latin America is dispensing a new variant of a banking trojan called  BBTok , particularly users in Brazil and Mexico."
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/09/how-to-interpret-2023-mitre-att.html,  How to Interpret the 2023 MITRE ATT&CK Evaluation Results ," Sep 22, 2023", MITRE ATT&CK / Cybersecurity," Thorough, independent tests are a vital resource as cybersecurity leaders and their teams evaluate vendors' abilities to guard against increasingly sophisticated threats to their organization. And perhaps no assessment is more widely trusted than the annual  MITRE Engenuity ATT&CK Evaluations: Enterprise . "
https://thehackernews.com/2023/09/iranian-nation-state-actor-oilrig.html,  Iranian Nation-State Actor OilRig Targets Israeli Organizations ," Sep 22, 2023", Cyber Attack / Malware, Israeli organizations were targeted as part of two different campaigns orchestrated by the Iranian nation-state actor known as  OilRig  in 2021 and 2022.
https://thehackernews.com/2023/09/high-severity-flaws-uncovered-in.html,  High-Severity Flaws Uncovered in Atlassian Products and ISC BIND Server ," Sep 22, 2023", Server Security / Vulnerability, Atlassian and the Internet Systems Consortium (ISC) have disclosed several security flaws impacting their products that could be exploited to achieve denial-of-service (DoS) and remote code execution.
https://thehackernews.com/2023/09/apple-rushes-to-patch-3-new-zero-day.html,,,,
https://thehackernews.com/2023/09/mysterious-sandman-threat-actor-targets.html,  Mysterious 'Sandman' Threat Actor Targets Telecom Providers Across Three Continents ," Sep 21, 2023", Telecom Security / Cyber Attack," A previously undocumented threat actor dubbed  Sandman  has been attributed to a set of cyber attacks targeting telecommunication providers in the Middle East, Western Europe, and the South Asian subcontinent."
https://thehackernews.com/2023/09/researchers-raise-red-flag-on-p2pinfect.html,  Researchers Raise Red Flag on P2PInfect Malware with 600x Activity Surge ," Sep 21, 2023", Botnet / Cyber Threat," The peer-to-peer (P2) worm known as  P2PInfect  has witnessed a surge in activity since late August 2023, witnessing a 600x jump between September 12 and 19, 2023."
https://thehackernews.com/2023/09/the-rise-of-malicious-app.html,  The Rise of the Malicious App ," Sep 21, 2023", SaaS Security / App Security," Security teams are familiar with threats emanating from third-party applications that employees add to improve their productivity. These apps are inherently designed to deliver functionality to users by connecting to a ""hub"" app, such as Salesforce, Google Workspace, or Microsoft 365. Security concerns center on the permission scopes that are granted to the third party apps, and the potential for a threat actor to take over the core apps and abuse those permissions."
https://thehackernews.com/2023/09/china-accuses-us-of-decade-long-cyber.html,  China Accuses U.S. of Decade-Long Cyber Espionage Campaign Against Huawei Servers ," Sep 21, 2023", Cyber Espionage / Spyware," China's Ministry of State Security (MSS) has accused the U.S. of breaking into Huawei's servers, stealing critical data, and implanting backdoors since 2009, amid mounting geopolitical tensions between the two countries."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/09/cyber-group-gold-melody-selling.html,  Cyber Group 'Gold Melody' Selling Compromised Access to Ransomware Attackers ," Sep 21, 2023", Cyber Threat / Ransomware, A financially motivated threat actor has been outed as an  initial access broker  (IAB) that sells access to compromised organizations for other adversaries to conduct follow-on attacks such as ransomware.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/09/ukrainian-hacker-suspected-to-be-behind.html,"  Ukrainian Hacker Suspected to be Behind ""Free Download Manager"" Malware Attack "," Sep 21, 2023", Supply Chain / Malware, The maintainers of Free Download Manager (FDM) have acknowledged a security incident dating back to 2020 that led to its website being used to distribute malicious Linux software.
https://thehackernews.com/2023/09/beware-fake-exploit-for-winrar.html,  Beware: Fake Exploit for WinRAR Vulnerability on GitHub Infects Users with Venom RAT ," Sep 21, 2023", Vulnerability / Exploit, A malicious actor released a fake proof-of-concept (PoC) exploit for a recently disclosed WinRAR vulnerability on GitHub with an aim to infect users who downloaded the code with Venom RAT malware.
https://thehackernews.com/2023/09/finnish-authorities-dismantle-notorious.html,  Finnish Authorities Dismantle Notorious PIILOPUOTI Dark Web Drug Marketplace ," Sep 20, 2023", Cyber Crime / Dark Web," Finnish law enforcement authorities have announced the takedown of PIILOPUOTI, a dark web marketplace that specialized in illegal narcotics trade since May 2022."
https://thehackernews.com/2023/09/critical-security-flaws-exposed-in.html,  Critical Security Flaws Exposed in Nagios XI Network Monitoring Software  ," Sep 20, 2023", Network Security / Vulnerability, Multiple security flaws have been disclosed in the Nagios XI network monitoring software that could result in privilege escalation and information disclosure.
https://thehackernews.com/2023/09/do-you-really-trust-your-web.html,  Do You Really Trust Your Web Application Supply Chain? ," Sep 20, 2023", Web Application Security,"  It's the modular nature of modern web applications that has made them so effective. They can call on dozens of third-party web components, JS frameworks, and open-source tools to deliver all the different functionalities that keep their customers happy, but this chain of dependencies is also what makes them so vulnerable. "
https://thehackernews.com/2023/09/fresh-wave-of-malicious-npm-packages.html,  Fresh Wave of Malicious npm Packages Threaten Kubernetes Configs and SSH Keys ," Sep 20, 2023", Kubernetes / Supply Chain Attack, Cybersecurity researchers have discovered a fresh batch of malicious packages in the npm package registry that are designed to exfiltrate Kubernetes configurations and SSH keys from compromised machines to a remote server.
https://thehackernews.com/2023/09/sophisticated-phishing-campaign_20.html,  Sophisticated Phishing Campaign Targeting Chinese Users with ValleyRAT and Gh0st RAT ," Sep 20, 2023", Malware Attack / Cyber Threat," Chinese-language speakers have been increasingly targeted as part of multiple email phishing campaigns that aim to distribute various malware families such as Sainbox RAT, Purple Fox, and a new trojan called ValleyRAT."
https://thehackernews.com/2023/09/signal-messenger-introduces-pqxdh.html,  Signal Messenger Introduces PQXDH Quantum-Resistant Encryption ," Sep 20, 2023", Encryption / Privacy, Encrypted messaging app Signal has announced an update to the Signal Protocol to add support for quantum resistance by upgrading the Extended Triple Diffie-Hellman ( X3DH ) specification to Post-Quantum Extended Diffie-Hellman ( PQXDH ).
https://thehackernews.com/2023/09/gitlab-releases-urgent-security-patches.html,  GitLab Releases Urgent Security Patches for Critical Vulnerability ," Sep 20, 2023", Vulnerability / Software Security, GitLab has shipped security patches to resolve a critical flaw that allows an attacker to run pipelines as another user.
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/09/trend-micro-releases-urgent-fix-for.html,  Trend Micro Releases Urgent Fix for Actively Exploited Critical Security Vulnerability ," Sep 20, 2023", Zero Day / Vulnerability, Cybersecurity company Trend Micro has  released  patches and hotfixes to address a critical security flaw in Apex One and Worry-Free Business Security solutions for Windows that has been actively exploited in real-world attacks.
https://thehackernews.com/2023/09/shroudedsnoopers-httpsnoop-backdoor.html,  ShroudedSnooper's HTTPSnoop Backdoor Targets Middle East Telecom Companies ," Sep 19, 2023", Malware / Cyber Threat, Telecommunication service providers in the Middle East are the target of a new intrusion set dubbed  ShroudedSnooper  that employs a stealthy backdoor called HTTPSnoop.
https://thehackernews.com/2023/09/operation-rusty-flag-azerbaijan.html,  Operation Rusty Flag: Azerbaijan Targeted in New Rust-Based Malware Campaign ," Sep 19, 2023", Cyber Attack / Threat Intel, Targets located in Azerbaijan have been singled out as part of a new campaign that's designed to deploy Rust-based malware on compromised systems.
https://thehackernews.com/2023/09/inside-code-of-new-xworm-variant.html,  Inside XWorm: Malware Analysts Decode the Stealthy Tactics of the Latest Variant ," Sep 19, 2023", Malware Analysis / Cyber Threat, XWorm is a relatively new representative of the remote access trojan cohort that has already earned its spot among the most persistent threats across the globe. 
https://thehackernews.com/2023/09/earth-luscas-new-sprysocks-linux.html,  Earth Lusca's New SprySOCKS Linux Backdoor Targets Government Entities ," Sep 19, 2023", Endpoint Security / Malware, The China-linked threat actor known as  Earth Lusca  has been observed targeting government entities using a never-before-seen Linux backdoor called SprySOCKS.
https://thehackernews.com/2023/09/live-webinar-overcoming-generative-ai.html,  Live Webinar: Overcoming Generative AI Data Leakage Risks ," Sep 19, 2023", Artificial Intelligence / Browser Security," As the adoption of generative AI tools, like ChatGPT, continues to surge, so does the risk of data exposure. According to Gartner's ""Emerging Tech: Top 4 Security Risks of GenAI"" report, privacy and data security is one of the four major emerging risks within generative AI.   A new webinar   featuring a multi-time Fortune 100 CISO and the CEO of LayerX, a browser extension solution, delves into this critical risk."
https://thehackernews.com/2023/09/microsoft-ai-researchers-accidentally.html,  Microsoft AI Researchers Accidentally Expose 38 Terabytes of Confidential Data ," Sep 19, 2023", Data Safety / Cybersecurity, Microsoft on Monday said it took steps to correct a glaring security gaffe that led to the exposure of 38 terabytes of private data.
https://thehackernews.com/2023/09/over-12000-juniper-firewalls-found.html,"  Nearly 12,000 Juniper Firewalls Found Vulnerable to Recently Disclosed RCE Vulnerability "," Sep 19, 2023", Network Security / Exploit," New research has found that close to 12,000 internet-exposed Juniper firewall devices are vulnerable to a recently disclosed remote code execution flaw."
https://thehackernews.com/2023/09/transparent-tribe-uses-fake-youtube.html,  Transparent Tribe Uses Fake YouTube Android Apps to Spread CapraRAT Malware ," Sep 19, 2023", Mobile Security / Malware," The suspected Pakistan-linked threat actor known as  Transparent Tribe  is using malicious Android apps mimicking YouTube to distribute the CapraRAT mobile remote access trojan (RAT), demonstrating the continued evolution of the activity."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/09/new-ambersquid-cryptojacking-operation.html,  New AMBERSQUID Cryptojacking Operation Targets Uncommon AWS Services ," Sep 18, 2023", Cloud Security / Cryptocurrecy," A novel cloud-native cryptojacking operation has set its eyes on uncommon Amazon Web Services (AWS) offerings such as AWS Amplify, AWS Fargate, and Amazon SageMaker to illicitly mine cryptocurrency."
https://thehackernews.com/2023/09/think-your-mfa-and-pam-solutions.html,  Think Your MFA and PAM Solutions Protect You? Think Again ," Sep 18, 2023", Identity Threat / Attack Surface," When you roll out a security product, you assume it will fulfill its purpose. Unfortunately, however, this often turns out not to be the case. A new report, produced by Osterman Research and commissioned by Silverfort, reveals that MFA (Multi-Factor Authentication) and PAM (Privileged Access Management) solutions are almost never deployed comprehensively enough to provide resilience to identity threats. As well, service accounts – which are typically beyond the scope of protection of these controls – are alarmingly exposed to malicious compromise. These findings and many more can be found in   ""The State of the Identity Attack Surface: Insights Into Critical Protection Gaps   ,""  the first report that analyzes organizational resilience to identity threats. "
https://thehackernews.com/2023/09/hook-new-android-banking-trojan-that.html,  Hook: New Android Banking Trojan That Expands on ERMAC's Legacy ," Sep 18, 2023", Mobile Security / Banking Trojan, A new analysis of the Android banking trojan known as Hook has revealed that it's based on its predecessor called ERMAC.
https://thehackernews.com/2023/09/retool-falls-victim-to-sms-based.html,  Retool Falls Victim to SMS-Based Phishing Attack Affecting 27 Cloud Clients ," Sep 18, 2023", Cyber Attack / Data Breach, Software development company Retool has disclosed that the accounts of 27 of its cloud customers were compromised following a targeted and SMS-based social engineering attack.
https://thehackernews.com/2023/09/financially-motivated-unc3944-threat.html,  Financially Motivated UNC3944 Threat Actor Shifts Focus to Ransomware Attacks ," Sep 18, 2023", Threat Intelligence / Ransomware," The financially motivated threat actor known as  UNC3944  is pivoting to ransomware deployment as part of an expansion to its monetization strategies, Mandiant has revealed."
https://thehackernews.com/2023/09/north-koreas-lazarus-group-suspected-in.html,  North Korea's Lazarus Group Suspected in $31 Million CoinEx Heist ," Sep 17, 2023", Cryptocurrency / Cyber Attack," The North Korea-affiliated Lazarus Group has stolen nearly $240 million in cryptocurrency since June 2023, marking a significant escalation of its hacks."
https://thehackernews.com/2023/09/tiktok-faces-massive-345-million-fine.html,  TikTok Faces Massive €345 Million Fine Over Child Data Violations in E.U. ," Sep 16, 2023", Privacy / Technology, The Irish Data Protection Commission (DPC) slapped TikTok with a €345 million (about $368 million) fine for violating the European Union's General Data Protection Regulation (GDPR) in relation to its handling of children's data.
https://thehackernews.com/2023/09/the-interdependence-between-automated.html,  The Interdependence between Automated Threat Intelligence Collection and Humans ," Sep 15, 2023", Automated Threat Intelligence," The volume of cybersecurity vulnerabilities is rising, with close to  30% more vulnerabilities found in 2022 vs. 2018 . Costs are also rising, with a data breach in 2023 costing  $4.45M on average vs. $3.62M in 2017 ."
https://thehackernews.com/2023/09/google-agrees-to-93-million-settlement.html,  Google Agrees to $93 Million Settlement in California's Location-Privacy Lawsuit ," Sep 15, 2023", Privacy / Online Security, Google has agreed to pay $93 million to settle a lawsuit filed by the U.S. state of California over allegations that the company's location-privacy practices misled consumers and violated consumer protection laws.
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/09/ddos-20-iot-sparks-new-ddos-alert.html,  DDoS 2.0: IoT Sparks New DDoS Alert ," Sep 15, 2023", IoT Security / Cyber Threat," The  Internet of Things (IoT)  is transforming efficiency in various sectors like healthcare and logistics but has also introduced new security risks, particularly IoT-driven DDoS attacks. This article explores how these attacks work, why they're uniquely problematic, and how to mitigate them."
